ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Event,Weather_Conditions,Duration(mins),StartHour,StartDayOfWeek,IsWeekend,Weather_Encoded
C-1112,1,40.838188,-73.901176,2020-11-10 11:27:00+00:00,2020-11-10 12:40:24+00:00,2.6600000858306885,2.0,5.0,Slow,Delays of five minutes on 3rd Ave Southbound between 189th St and Claremont Pkwy. Average speed ten mph.,3rd Ave,Bronx,Bronx,NY,US,10457-8221,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,73.4,11,1,0,29
C-1113,1,40.85002100000001,-73.943993,2020-11-10 11:35:00+00:00,2020-11-10 12:16:17+00:00,1.7300000190734863,2.0,2.0,Moderate,Delays of two minutes on I-95 Cross Bronx Expy Southbound between Exits 1C-D 1D-C-B I-87 Exit 7N-S and Exit 1 Riverside Dr. Average speed 15 mph.,George Washington Brg,New York,New York,NY,US,10033,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,41.28333333333333,11,1,0,19
C-1114,0,40.85752100000001,-73.93222,2020-11-10 11:36:00+00:00,2020-11-10 12:16:17+00:00,1.7200000286102295,0.0,1.0,Moderate,Delays of one minute on US-9 Broadway Southbound between 211th St and Fairview Ave. Average speed 15 mph.,Broadway,New York,New York,NY,US,10040-2606,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.28333333333333,11,1,0,29
C-1115,0,40.86496,-73.928352,2020-11-10 11:37:00+00:00,2020-11-10 12:18:17+00:00,1.0099999904632568,0.0,1.0,Slow,Delays of one minute on US-9 Broadway Northbound between 190th St and Thayer St. Average speed ten mph.,Broadway,New York,New York,NY,US,10040-1191,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,41.28333333333333,11,1,0,29
C-1116,2,40.042675,-75.143929,2020-11-10 11:20:00+00:00,2020-11-10 12:41:47+00:00,10.09000015258789,3.0,14.0,Moderate,Severe delays of 14 minutes and delays increasing on PA-611 Broad St Northbound between PA-611 John F Kennedy Blvd Broad St and PA-611 Broad St. Average speed 15 mph.,N Broad St,Philadelphia,Philadelphia,PA,US,19141-2503,US/Eastern,KPNE,2020-11-10T05:54:00.000-05:00,48.0,96.0,30.13,0.25,0.0,,Fog,81.78333333333333,11,1,0,21
C-1117,1,40.605499,-73.98307,2020-11-10 11:01:00+00:00,2020-11-10 12:20:22+00:00,3.1800000667572017,0.0,5.0,Slow,Delays of five minutes and delays increasing on Avenue P Westbound in Bensonhurst. Average speed ten mph.,W 10th St,Brooklyn,Kings,NY,US,11223-1146,US/Eastern,KJRB,2020-11-10T05:51:00.000-05:00,61.0,78.0,30.12,10.0,0.0,,Fair,79.36666666666666,11,1,0,19
C-1118,0,40.631542,-73.957474,2020-11-10 11:36:00+00:00,2020-11-10 12:28:17+00:00,2.970000028610228,0.0,4.0,Moderate,Delays of four minutes on Ocean Ave Southbound between Ocean Ave and Avenue H. Average speed 15 mph.,Ocean Ave,Brooklyn,Kings,NY,US,11230-2501,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,52.28333333333333,11,1,0,19
C-1119,0,40.636429,-73.911827,2020-11-10 11:39:00+00:00,2020-11-10 12:19:19+00:00,1.9600000381469729,0.0,2.0,Moderate,Delays of two minutes on Flatlands Ave Eastbound between 48th St and 82nd St. Average speed 15 mph.,Flatlands Ave,Brooklyn,Kings,NY,US,11236,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.31666666666667,11,1,0,102
C-1120,1,40.679508,-73.946815,2020-11-10 11:37:00+00:00,2020-11-10 12:35:17+00:00,3.7100000381469727,0.0,6.0,Slow,Delays of six minutes and delays easing on New York Ave Northbound between Tilden Ave and Fulton St. Average speed ten mph.,Herkimer St,Brooklyn,Kings,NY,US,11216-2601,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,58.28333333333333,11,1,0,19
C-1121,0,40.685661,-73.857338,2020-11-10 11:39:00+00:00,2020-11-10 12:19:19+00:00,3.880000114440918,0.0,4.0,Moderate,Delays of four minutes on Atlantic Ave Eastbound between Eastern Pkwy and 84th St. Average speed 15 mph.,84th St,Ozone Park,Queens,NY,US,11416,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.31666666666667,11,1,0,102
C-1122,0,40.69268,-73.856323,2020-11-10 11:41:00+00:00,2020-11-10 12:21:18+00:00,3.630000114440918,0.0,4.0,Moderate,Delays of four minutes on Jamaica Ave Eastbound between Wyona St and 88th St. Average speed 15 mph.,88th St,Woodhaven,Queens,NY,US,11421-2031,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.3,11,1,0,102
C-1123,0,40.693226,-73.967781,2020-11-10 11:40:00+00:00,2020-11-10 12:48:18+00:00,1.4700000286102295,0.0,2.0,Slow,Delays of two minutes and delays easing on Myrtle Ave Eastbound between Duffield St and Washington Ave. Average speed ten mph.,Myrtle Ave,Brooklyn,Kings,NY,US,11205-2402,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,68.3,11,1,0,19
C-1124,1,40.699642,-73.910324,2020-11-10 11:39:00+00:00,2020-11-10 12:20:22+00:00,3.380000114440918,0.0,8.0,Slow,Delays of eight minutes on Myrtle Ave Eastbound between Marcy Ave and Woodbine St. Average speed ten mph.,Myrtle Ave,Ridgewood,Queens,NY,US,11385-3452,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,41.36666666666667,11,1,0,29
C-1125,0,40.71344000000001,-73.761658,2020-11-10 11:32:00+00:00,2020-11-10 12:21:18+00:00,1.149999976158142,0.0,1.0,Moderate,Delays of one minute on Jamaica Ave Eastbound in Bellaire. Average speed ten mph.,Jamaica Ave,Hollis,Queens,NY,US,11423-2643,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,49.3,11,1,0,102
C-1126,0,40.729912,-73.744789,2020-11-10 11:38:00+00:00,2020-11-10 12:56:37+00:00,2.2699999809265137,0.0,2.0,Moderate,Delays of two minutes and delays easing on RT-25 Westbound between NY-25 Jericho Tpke and Springfield Blvd. Average speed 15 mph.,Springfield Blvd,Queens Village,Queens,NY,US,11427-2024,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,78.61666666666666,11,1,0,102
C-1127,0,40.73060200000001,-73.848404,2020-11-10 11:40:00+00:00,2020-11-10 12:20:22+00:00,1.1100000143051147,0.0,2.0,Slow,Delays of two minutes on 108th St Northbound between 71st Ave and 65th Rd. Average speed ten mph.,108th St,Forest Hills,Queens,NY,US,11375-2240,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.36666666666667,11,1,0,29
C-1128,1,40.750732,-73.90094,2020-11-10 11:41:00+00:00,2020-11-10 12:21:18+00:00,3.5399999618530287,0.0,6.0,Slow,Delays of six minutes on Broadway Southbound between 11th St and 62nd St. Average speed ten mph.,61st St,Woodside,Queens,NY,US,11377-2146,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.3,11,1,0,29
C-1129,0,40.762745,-73.80502299999998,2020-11-10 11:41:00+00:00,2020-11-10 12:33:18+00:00,2.509999990463257,0.0,4.0,Moderate,Delays of four minutes and delays easing on Northern Blvd Eastbound between Prince St and NY-25A Northern Blvd. Average speed 15 mph.,Northern Blvd,Flushing,Queens,NY,US,11358-1638,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,52.3,11,1,0,29
C-1130,1,40.768631,-73.906631,2020-11-10 11:40:00+00:00,2020-11-10 12:26:22+00:00,1.1299999952316284,1.0,1.0,Moderate,Delays of one minute on I-278 Brooklyn Queens Expy Eastbound between Exit 43 30th Ave and Exit 44 Astoria Blvd. Average speed 15 mph.,Robert F Kennedy Brg W,Astoria,Queens,NY,US,11103,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,46.36666666666667,11,1,0,29
C-1131,0,40.786087,-73.953026,2020-11-10 11:25:00+00:00,2020-11-10 12:35:17+00:00,1.5,1.0,3.0,Slow,Delays of three minutes and delays easing on Park Ave Southbound between Park Ave and 95th St. Average speed ten mph.,Park Ave,New York,New York,NY,US,10128-1733,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,70.28333333333333,11,1,0,19
C-1132,0,40.827759,-73.912048,2020-11-10 11:24:00+00:00,2020-11-10 12:20:22+00:00,3.2899999618530287,1.0,4.0,Moderate,Delays of four minutes and delays increasing on Webster Ave Southbound between US-1 Webster Ave and Melrose Ave. Average speed 15 mph.,E 165th St,Bronx,Bronx,NY,US,10451,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,56.36666666666667,11,1,0,29
C-1133,0,40.84446,-73.835571,2020-11-10 11:38:00+00:00,2020-11-10 12:19:19+00:00,1.9700000286102293,0.0,2.0,Moderate,Delays of two minutes on Westchester Ave Eastbound between Unionport Rd and Mulford Ave. Average speed 15 mph.,Mulford Ave,Bronx,Bronx,NY,US,10461-4305,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,41.31666666666667,11,1,0,29
C-1134,0,40.852306,-73.892578,2020-11-10 11:39:00+00:00,2020-11-10 12:19:19+00:00,0.9900000095367432,0.0,1.0,Slow,Delays of one minute on 3rd Ave Southbound between 189th St and 181st St. Average speed ten mph.,3rd Ave,Bronx,Bronx,NY,US,10457-2544,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.31666666666667,11,1,0,29
C-1135,2,41.163246,-73.239861,2020-11-10 11:38:00+00:00,2020-11-10 12:24:42+00:00,3.0799999237060547,3.0,3.0,Moderate,Delays of three minutes and delays increasing on I-95 Governor John Davis Lodge Tpke Southbound between Exit 26 Wordin Ave and Exit 23 US-1 Kings Highway Cutoff. Average speed 20 mph.,Governor John Davis Lodge Tpke,Fairfield,Fairfield,CT,US,06824,US/Eastern,KBDR,2020-11-10T06:52:00.000-05:00,46.0,96.0,30.21,3.0,0.0,,Fair,46.7,11,1,0,19
C-1136,0,39.963299,-75.167824,2020-11-10 11:23:00+00:00,2020-11-10 13:13:56+00:00,2.5299999713897705,0.0,4.0,Slow,Delays of four minutes and delays increasing on Spring Garden St Westbound between Spring Garden St and 18th St. Average speed ten mph.,N 18th St,Philadelphia,Philadelphia,PA,US,19130,US/Eastern,KPHL,2020-11-10T06:26:00.000-05:00,49.0,97.0,30.24,0.25,0.0,,Fog,110.93333333333334,11,1,0,21
C-1137,0,39.966492,-75.16053000000002,2020-11-10 11:48:00+00:00,2020-11-10 12:29:56+00:00,1.4900000095367432,0.0,2.0,Moderate,Delays of two minutes on PA-611 Broad St Northbound between PA-611 John F Kennedy Blvd Broad St and PA-611 Broad St. Average speed ten mph.,Ridge Ave,Philadelphia,Philadelphia,PA,US,19123-2420,US/Eastern,KPHL,2020-11-10T06:54:00.000-05:00,49.0,97.0,30.25,0.75,0.0,,Mist,41.93333333333333,11,1,0,102
C-1138,1,40.588863,-73.96560699999998,2020-11-10 11:46:00+00:00,2020-11-10 12:44:19+00:00,6.349999904632568,1.0,8.0,Moderate,Delays of eight minutes and delays increasing on Ocean Pkwy Southbound between NY-27 Church Ave and Avenue Z. Average speed 15 mph.,Avenue Y,Brooklyn,Kings,NY,US,11235,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,58.31666666666667,11,1,0,19
C-1139,1,40.588413,-73.960442,2020-11-10 11:49:00+00:00,2020-11-10 12:31:18+00:00,6.769999980926514,0.0,9.0,Moderate,Delays of nine minutes on RT-27 Southbound between NY-27 Caton Ave and Coney Island Ave. Average speed 15 mph.,Coney Island Ave,Brooklyn,Kings,NY,US,11235-5015,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,42.3,11,1,0,19
C-1140,0,40.614029,-73.954178,2020-11-10 11:50:00+00:00,2020-11-10 12:30:20+00:00,1.75,0.0,2.0,Moderate,Delays of two minutes on Ocean Ave Southbound between Avenue H and Avenue O. Average speed 15 mph.,Ocean Ave,Brooklyn,Kings,NY,US,11230-6801,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.333333333333336,11,1,0,19
C-1141,1,40.62569000000001,-74.040405,2020-11-10 11:36:00+00:00,2020-11-10 13:03:25+00:00,5.690000057220459,0.0,7.0,Moderate,Delays of seven minutes and delays increasing on 86th St Westbound between Bay 41st St and Shore Rd. Average speed 15 mph.,Shore Rd,Brooklyn,Kings,NY,US,11209-4205,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,87.41666666666667,11,1,0,19
C-1142,0,40.630119,-73.966187,2020-11-10 11:49:00+00:00,2020-11-10 12:29:18+00:00,2.059999942779541,0.0,3.0,Slow,Delays of three minutes on RT-27 Southbound between NY-27 Caton Ave and Coney Island Ave. Average speed ten mph.,Coney Island Ave,Brooklyn,Kings,NY,US,11230-2307,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.3,11,1,0,19
C-1143,1,40.639973,-74.019424,2020-11-10 11:47:00+00:00,2020-11-10 12:44:20+00:00,3.0199999809265137,0.0,5.0,Slow,Delays of five minutes and delays increasing on 4th Ave Southbound between 24th St and 62nd St. Average speed ten mph.,4th Ave,Brooklyn,Kings,NY,US,11220-4510,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,57.333333333333336,11,1,0,19
C-1144,1,40.641071,-73.946587,2020-11-10 11:16:00+00:00,2020-11-10 13:23:18+00:00,6.489999771118164,0.0,17.0,Slow,Severe delays of 17 minutes and delays easing on 40th St Eastbound between 2nd Ave and Avenue D. Average speed ten mph.,Avenue D,Brooklyn,Kings,NY,US,11226-7909,US/Eastern,KJRB,2020-11-10T05:51:00.000-05:00,61.0,78.0,30.12,10.0,0.0,,Fair,127.3,11,1,0,19
C-1145,1,40.646729,-74.01544200000002,2020-11-10 11:47:00+00:00,2020-11-10 12:42:24+00:00,2.059999942779541,1.0,2.0,Moderate,Delays of two minutes and delays easing on I-278 Brooklyn Queens Expy Eastbound between Exit 20 7th Ave and Belt Pkwy. Average speed 20 mph.,Brooklyn Queens Expy,Brooklyn,Kings,NY,US,11220,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,55.4,11,1,0,19
C-1146,0,40.653667,-73.932564,2020-11-10 11:49:00+00:00,2020-11-10 12:33:18+00:00,2.390000104904175,0.0,1.0,Moderate,Delays of one minute on RT-27 Westbound in East Flatbush. Average speed 15 mph.,E 48th St,Brooklyn,Kings,NY,US,11203-4315,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,44.3,11,1,0,19
C-1147,2,40.67107,-73.851105,2020-11-10 11:09:00+00:00,2020-11-10 12:24:24+00:00,0.0,0.0,22.0,Slow,Severe delays of 22 minutes and delays increasing on RT-27 Eastbound between NY-27 5th St and NY-27 Linden Blvd. Average speed ten mph.,S Conduit Ave,Howard Beach,Queens,NY,US,11414,US/Eastern,KJFK,2020-11-10T05:51:00.000-05:00,52.0,97.0,30.23,6.0,0.0,,Fair,75.4,11,1,0,19
C-1148,1,40.672379,-73.969009,2020-11-10 11:46:00+00:00,2020-11-10 12:26:22+00:00,3.2899999618530287,0.0,6.0,Slow,Delays of six minutes on City Point Southbound between Flatbush Ave Ext and Grand Army Plz. Average speed ten mph.,Flatbush Ave,Brooklyn,Kings,NY,US,11215,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.36666666666667,11,1,0,19
C-1149,1,40.673489,-74.230225,2020-11-10 11:37:00+00:00,2020-11-10 12:26:59+00:00,0.0,1.0,6.0,Moderate,Delays of six minutes and delays increasing on Brunswick Ave Northbound between Trenton Ave and NJ-439 North Ave. Average speed 15 mph.,North Ave,Elizabeth,Union,NJ,US,07208-1723,US/Eastern,KEWR,2020-11-10T06:51:00.000-05:00,53.0,100.0,30.21,0.0,0.0,,Fog,49.983333333333334,11,1,0,21
C-1150,0,40.677757,-74.198021,2020-11-10 11:37:00+00:00,2020-11-10 12:27:56+00:00,1.4199999570846558,0.0,2.0,Slow,Delays of two minutes and delays increasing on North Ave Northbound between NJ-439 North Ave and US-1 Spring St. Average speed ten mph.,North Ave,Elizabeth,Union,NJ,US,07201-1623,US/Eastern,KEWR,2020-11-10T06:51:00.000-05:00,53.0,100.0,30.21,0.0,0.0,,Fog,50.93333333333333,11,1,0,21
C-1151,0,40.680199,-73.87583199999997,2020-11-10 11:49:00+00:00,2020-11-10 12:29:19+00:00,2.009999990463257,0.0,1.0,Moderate,Delays of one minute on Atlantic Ave Eastbound between Georgia Ave and Conduit Ave. Average speed 15 mph.,Atlantic Ave,Brooklyn,Kings,NY,US,11208-1920,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.31666666666667,11,1,0,102
C-1152,0,40.680199,-73.84114100000002,2020-11-10 11:50:00+00:00,2020-11-10 12:30:20+00:00,1.4099999666213991,0.0,2.0,Slow,Delays of two minutes on Rockaway Blvd Eastbound in Ozone Park. Average speed ten mph.,Rockaway Blvd,Ozone Park,Queens,NY,US,11417-1615,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.333333333333336,11,1,0,102
C-1153,2,40.683441,-75.30031600000002,2020-11-10 10:54:00+00:00,2020-11-10 12:22:59+00:00,2.2799999713897705,7.0,7.0,Moderate,Delays of seven minutes and delays increasing on US-22 Westbound between US-22 and PA-191 Linden St. Average speed ten mph.,US-22 E,Easton,Northampton,PA,US,18045,US/Eastern,KABE,2020-11-10T05:51:00.000-05:00,45.0,97.0,29.81,0.25,0.0,,Fog,88.98333333333333,10,1,0,21
C-1154,2,40.691601,-73.999374,2020-11-10 11:42:00+00:00,2020-11-10 13:30:21+00:00,13.989999771118164,14.0,25.0,Slow,Severe delays of 25 minutes and delays increasing on Atlantic Ave Westbound between 107th St and Columbia St. Average speed ten mph.,Atlantic Ave,Brooklyn,Kings,NY,US,11201-5501,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,108.35,11,1,0,19
C-1155,1,40.690418,-73.959587,2020-11-10 11:46:00+00:00,2020-11-10 12:41:19+00:00,2.7699999809265137,0.0,5.0,Slow,Delays of five minutes on De Kalb Ave Westbound between Bushwick Ave and Classon Ave. Average speed ten mph.,Dekalb Ave,Brooklyn,Kings,NY,US,11205-4407,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,55.31666666666667,11,1,0,19
C-1156,1,40.70042,-73.903679,2020-11-10 11:48:00+00:00,2020-11-10 12:49:18+00:00,6.860000133514402,0.0,14.0,Slow,Severe delays of 14 minutes and delays increasing on Myrtle Ave Eastbound between Duffield St and Seneca Ave. Average speed ten mph.,Myrtle Ave,Ridgewood,Queens,NY,US,11385-4744,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,61.3,11,1,0,29
C-1157,0,40.701092,-73.841461,2020-11-10 11:47:00+00:00,2020-11-10 12:28:16+00:00,0.8899999856948853,1.0,2.0,Moderate,Delays of two minutes on Myrtle Ave Westbound between Jamaica Ave and 109th St. Average speed ten mph.,Myrtle Ave,Richmond Hill,Queens,NY,US,11418,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,41.266666666666666,11,1,0,102
C-1158,1,40.705139,-73.774536,2020-11-10 11:47:00+00:00,2020-11-10 12:42:24+00:00,6.670000076293945,0.0,13.0,Slow,Severe delays of 13 minutes and delays increasing on Liberty Ave Eastbound between Rockaway Blvd and 104th Ave. Average speed ten mph.,Liberty Ave,Saint Albans,Queens,NY,US,11412-1014,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,55.4,11,1,0,102
C-1159,0,40.714085,-73.92574300000003,2020-11-10 11:46:00+00:00,2020-11-10 12:35:17+00:00,2.470000028610229,2.0,4.0,Moderate,Delays of four minutes and delays increasing on Metropolitan Ave Westbound between 64th St and Gardner Ave. Average speed ten mph.,Metropolitan Ave,Brooklyn,Kings,NY,US,11237-1121,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,49.28333333333333,11,1,0,19
C-1160,1,40.726913,-73.85379,2020-11-10 11:46:00+00:00,2020-11-10 12:30:20+00:00,7.449999809265138,0.0,9.0,Moderate,Delays of nine minutes on RT-25 Eastbound between NY-25A Jackson Ave and NY-25 Queens Blvd. Average speed 15 mph.,Queens Blvd,Rego Park,Queens,NY,US,11374,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,44.333333333333336,11,1,0,29
C-1161,1,40.730541,-73.460274,2020-11-10 11:46:00+00:00,2020-11-10 13:24:21+00:00,2.0899999141693115,6.0,7.0,Slow,Delays of seven minutes on RT-109 Westbound between NY-109 Fulton St and NY-24 Hempstead Tpke. Average speed ten mph.,Hempstead Tpke,Farmingdale,Nassau,NY,US,11735-2032,US/Eastern,KFRG,2020-11-10T06:43:00.000-05:00,50.0,93.0,30.14,0.25,0.0,,Fog,98.35,11,1,0,21
C-1162,0,40.746315,-74.042816,2020-11-10 11:19:00+00:00,2020-11-10 13:01:57+00:00,2.440000057220459,0.0,4.0,Slow,Delays of four minutes and delays easing on Palisade Ave Southbound between 22nd St and Holland St. Average speed ten mph.,Palisade Ave,Jersey City,Hudson,NJ,US,07307-1409,US/Eastern,KNYC,2020-11-10T05:51:00.000-05:00,61.0,78.0,30.12,10.0,0.0,,Fair,102.95,11,1,0,19
C-1163,0,40.746311,-73.971672,2020-11-10 11:29:00+00:00,2020-11-10 12:42:24+00:00,3.0199999809265137,1.0,3.0,Moderate,Delays of three minutes and delays increasing on 1st Ave Northbound between Houston St and 39th St. Average speed 15 mph.,1st Ave,New York,New York,NY,US,10016-3215,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,73.4,11,1,0,19
C-1164,0,40.738731,-74.17041,2020-11-10 11:39:00+00:00,2020-11-10 12:39:47+00:00,1.3700000047683716,1.0,2.0,Slow,Delays of two minutes and delays easing on Broad St Northbound between Lincoln Park and Park St. Average speed ten mph.,Broad St,Newark,Essex,NJ,US,07102-4410,US/Eastern,KEWR,2020-11-10T06:51:00.000-05:00,53.0,100.0,30.21,0.0,0.0,,Fog,60.78333333333333,11,1,0,21
C-1165,1,40.75235,-74.167648,2020-11-10 11:48:00+00:00,2020-11-10 12:29:56+00:00,2.9100000858306885,3.0,6.0,Slow,Delays of six minutes on RT-21 Northbound in East Newark. Average speed ten mph.,McCarter Hwy,Newark,Essex,NJ,US,07104-3714,US/Eastern,KEWR,2020-11-10T06:51:00.000-05:00,53.0,100.0,30.21,0.0,0.0,,Fog,41.93333333333333,11,1,0,21
C-1166,0,40.76289000000001,-73.833122,2020-11-10 11:45:00+00:00,2020-11-10 12:28:16+00:00,1.919999957084656,1.0,2.0,Moderate,Delays of two minutes on Northern Blvd Westbound between NY-25A Northern Blvd and Prince St. Average speed 15 mph.,Northern Blvd,Flushing,Queens,NY,US,11354-4006,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,43.266666666666666,11,1,0,29
C-1167,2,40.794411,-73.936577,2020-11-10 11:46:00+00:00,2020-11-10 13:39:24+00:00,9.130000114440918,11.0,19.0,Slow,Severe delays of 19 minutes and delays increasing on 1st Ave Northbound between Houston St and 114th St. Average speed ten mph.,1st Ave,New York,New York,NY,US,10029-2332,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,113.4,11,1,0,19
C-1168,0,40.80317700000001,-73.96371500000002,2020-11-10 11:43:00+00:00,2020-11-10 12:23:21+00:00,1.8600000143051147,1.0,3.0,Slow,Delays of three minutes on Amsterdam Ave Southbound between 133rd St and 110th St. Average speed ten mph.,Amsterdam Ave,New York,New York,NY,US,10025,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.35,11,1,0,19
C-1169,0,40.828388,-73.86068,2020-11-10 11:49:00+00:00,2020-11-10 12:30:20+00:00,1.0199999809265137,0.0,2.0,Slow,Delays of two minutes on White Plains Rd Northbound between Randall Ave and Watson Ave. Average speed ten mph.,White Plains Rd,Bronx,Bronx,NY,US,10472-5110,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,41.333333333333336,11,1,0,29
C-1170,0,40.836788,-73.907104,2020-11-10 11:21:00+00:00,2020-11-10 12:48:18+00:00,1.1100000143051147,0.0,1.0,Moderate,Delays of one minute and delays easing on Webster Ave Northbound in East Concourse-Concourse Village. Average speed ten mph.,Webster Ave,Bronx,Bronx,NY,US,10456,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,87.3,11,1,0,29
C-1171,0,40.844223,-73.922958,2020-11-10 11:36:00+00:00,2020-11-10 12:32:28+00:00,1.4299999475479126,1.0,3.0,Slow,Delays of three minutes and delays easing on Dr Martin Luther King Jr Blvd Southbound between Burnside Ave and Edward L Grant Hwy. Average speed ten mph.,Edward L Grant Hwy,Bronx,Bronx,NY,US,10452,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,56.46666666666667,11,1,0,29
C-1172,2,40.851589,-73.952606,2020-11-10 11:38:00+00:00,2020-11-10 13:37:02+00:00,2.259999990463257,1.0,4.0,Moderate,Delays of four minutes and delays easing on I-95 Northbound between I-95 and Exits 72 72A 72B 73 73-74 74 I-95 Hov Ln. Average speed 15 mph.,George Washington Brg,Fort Lee,Bergen,NJ,US,07024,US/Eastern,KTEB,2020-11-10T06:43:00.000-05:00,52.0,89.0,30.21,1.0,0.0,,Fog,119.03333333333333,11,1,0,21
